20220626	13:26:49	9c047658-10e4-4964-bd34-6324031348b7	GET	undefined	/hello
20220626	13:28:26	3df78438-121f-45a4-940a-7ad7f5400e5e	GET	undefined	/test
20220626	13:41:26	a3204004-7fb9-4438-ad88-dda4ac977ffd	GET	undefined	/
20220626	13:41:31	63d7e839-3b7e-4156-8738-d6d950182296	GET	undefined	/
20220626	13:41:49	cd92c81d-d262-4afa-9cbb-a85b569c9d85	GET	undefined	/
20220626	13:47:04	e7ccc8ab-56e3-4627-87d0-d20342968d2a	GET	https://www.google.com	/
20220626	13:56:12	e721d15d-5f2e-40b6-aed7-edf5248392b5	GET	https://www.google.com	/
20220626	13:56:40	bfc512cb-4369-4c79-89bd-4e0af2f76a26	GET	https://www.google.com	/
20220626	13:59:45	ca92de8e-c1e3-4dfe-88ee-e800f3aecccf	GET	undefined	/test
20220626	14:00:37	a4ecdbe7-1452-4b1b-affb-6569e65aae01	GET	undefined	/test
20220626	14:00:39	673410a8-fea5-49de-9ca2-711f244e7430	GET	undefined	/test
20220626	14:00:42	0c4c323c-7d11-4a9d-8fb9-db8fc10f6b88	GET	undefined	/
20220626	14:05:26	1beaecfc-4d6f-47f3-998c-415d56de1258	GET	undefined	/
20220626	14:06:57	468382d5-ee7e-40f0-b1a9-6fc2196a4230	GET	undefined	/dave
20220626	14:16:41	b1e2882f-e17a-431e-8b92-2415e889ac8f	GET	undefined	/test
20220626	14:17:10	6876d440-8c17-48e7-a041-3bf04dd31af3	GET	undefined	/subdir/test
20220626	14:17:22	960f17b1-42c3-4717-9610-61eaa8998427	GET	undefined	/subdir/
20220626	14:17:30	fdd9cbe3-05fd-424e-b9ae-06179a3dc7dd	GET	undefined	/subdir/tredf
20220626	14:36:45	495799c3-5c2f-43a5-b8f3-00cb7b4bcacb	GET	undefined	/employees
20220626	14:38:16	4a12b375-fbeb-43bd-b7e4-f3b3d62b4f43	POST	undefined	/employees
20220626	14:38:41	4473897d-6825-4859-b025-ce4cea8a55e8	POST	undefined	/employees
20220626	14:40:17	cc6c5b37-f95d-4ce5-acd3-d60d5f2d281a	PUT	undefined	/employees?firstname=john&lastname=doe
20220626	14:40:52	73f36707-a854-4a41-9255-d4d24a9dfeb8	PUT	undefined	/employees?firstname=john&lastname=doe
20220626	14:42:10	03837e8a-ab71-48d9-8608-0bfd86a1884f	DELETE	undefined	/employees
20220626	14:42:43	e87c6de5-ba27-4263-840f-c5e08ce8a9a9	GET	undefined	/employees/45
20220626	15:28:45	2e773a83-2405-43a1-9708-91c046f0223d	GET	undefined	/employees
20220626	15:29:08	5ffcd607-15dc-4445-98fb-878482a49a0a	POST	undefined	/employees
20220626	15:29:38	6596c5dc-a482-4cca-b789-4f7b2e664008	POST	undefined	/employees
20220626	15:30:03	52e7b47b-73e0-4d9b-a5af-d9bed7efdc28	PUT	undefined	/employees
20220626	15:30:12	20383faf-5f8b-45b4-87bd-12d8a0636224	PUT	undefined	/employees
20220626	15:30:52	bfa2c9cb-d8cd-4959-b7ea-627380bd9c80	PUT	undefined	/employees
20220626	15:30:59	46f1aac1-7dd5-41af-92a3-3c557a66fbf7	GET	undefined	/employees
20220626	15:31:08	76955612-c148-4f22-b146-87e3e19d4a59	POST	undefined	/employees
20220626	15:31:14	c7c3d334-6d6e-4991-bbbf-f218fce2aa44	POST	undefined	/employees
20220626	15:31:21	762723eb-e142-4f4f-8532-92ca69d66f44	PUT	undefined	/employees
20220626	15:31:40	3a33daaf-421b-4434-ae52-448f52159691	PUT	undefined	/employees
20220626	15:31:49	f4bb4305-e82b-44c7-a826-e62cfa6f731a	PUT	undefined	/employees
20220626	15:31:59	b2912c0a-775f-492c-9f4b-7cffcc34fb05	DELETE	undefined	/employees
20220626	15:32:13	7a5ca98b-3dd0-47a2-b591-2865408cf65d	GET	undefined	/employees/45
20220626	16:00:22	458e5a99-3454-46b9-a96d-4d3b87a4f2cd	GET	undefined	/register
20220626	16:02:38	d668d532-7d7c-423e-bbcb-ed174799b363	POST	undefined	/register
20220626	16:03:22	4f3ec833-4abc-43ed-9edf-0668f7cbabf0	POST	undefined	/register
20220626	16:04:19	acccd074-22d0-44a5-8960-89660720b2f2	POST	undefined	/register
20220626	16:04:37	1123866f-0569-4447-a942-cc849fc1f209	POST	undefined	/register
20220626	16:04:51	dd777995-4ad3-4bc3-8e79-9781694a9f9b	POST	undefined	/register
20220626	16:05:33	e69f5262-88a8-4a10-8a3e-b84f89ea3bee	POST	undefined	/register
20220626	16:06:01	fa680220-eb3a-413a-bc27-6018bcf1a6e3	POST	undefined	/register
20220626	16:06:29	e910bf05-99b2-44f3-aedc-a1baf06037ec	POST	undefined	/register
20220626	16:07:56	7354e12a-4793-4f2f-93c6-8b97693ba895	POST	undefined	/register
20220626	16:15:25	c5ef876d-ae34-4f83-9701-a8c548100356	POST	undefined	/auth?user=kerby&pwd=123456
